id,trigger_event_id_OLD,trigger_event_id,tide_gauge_id,date_from,date_to,date_specificity,date_certainty,year_comment,month_comment,day_comment,placename,latitude,longitude,validity,is_tsunami_observed,is_tsunami_observed_certainty,is_seiche_observed,is_seiche_observed_certainty,source_material,discussion,time_arrival_from,time_arrival_to,time_arrival_specificity,time_arrival_certainty,time_arrival_comment,time_elapsed,time_elapsed_certainty,surge_duration_lower,surge_duration_upper,surge_duration_certainty,max_effective_peak-trough_lower,max_effective_peak-trough_upper,max_effective_peak-trough_certainty,time_peak-effective_from,time_peak-effective_to,time_peak-effective_specficity,time_peak-effective_certainty,time_trough-effective_from,time_trough-effective_to,time_trough-effective_specificity,time_trough-effective_certainty,time_peak-trough-effective_comment,time-elapsed_peak-trough-effective_lower,time-elapsed_peak-trough-effective_upper,time-elapsed_peak-trough-effective_certainty,max_effective_zeropeak,max_effective_zeropeak_comment,max_effective_zeropeak_certainty,time_zeropeak-effective_from,time_zeropeak-effective_to,time_zeropeak-effective_specificity,time_zeropeak-effective_certainty,time_zeropeak-effective_comment,time-elapsed_zeropeak-effective_lower,time-elapsed_zeropeak-effective_upper,time-elapsed_zeropeak-effective_certainty,predominant_periods,is_first_motion_up,tidal_records,reference_datasource,time_arrival_expected_from,time_arrival_expected_to,time_arrival_expected_specificity,time_arrival_expected_certainty,time_arrival_expected_comment,obs_time_first_arrival_from,obs_time_first_arrival_to,obs_time_first_arrival_specificity,obs_time_first_arrival_certainty,obs_time_first_arrival_comment,obs_first_arrival_comments,traveltime_firstarrival_lower,traveltime_firstarrival_upper,traveltime_firstarrival_certainty,obs_observed_time_lapsed_lower,obs_observed_time_lapsed_upper,obs_observed_time_lapsed_certainty,obs_surge_duration_min_lower,obs_surge_duration_min_upper,obs_surge_duration_min_certainty,obs_max_peak-trough_lower,obs_max_peak-trough_upper,obs_max_peak-trough_certainty,obs_time_max_peak-trough-effective_comment,obs_time_max_peak-effective_from,obs_time_max_peak-effective_to,obs_time_max_peak-effective_specificity,obs_time_max_peak-effective_certainty,obs_time_max_trough-effective_from,obs_time_max_trough-effective_to,obs_time_max_trough-effective_specificity,obs_time_max_trough-effective_certainty,obs_water_elevation_shore_lower,obs_water_elevation_shore_upper,obs_water_elevation_shore_certainty,obs_time_max_elevation_comment,obs_time_max_elevation_from,obs_time_max_elevation_to,obs_time_max_elevation_specificity,obs_time_max_elevation_certainty,obs_height_max_at-inundation_lower,obs_height_max_at-inundation_upper,obs_height_max_at-inundation_certainty,obs_height_max_at-inundation_comment,obs_time_max_height_from,obs_time_max_height_to,obs_time_max_height_specificity,obs_time_max_height_certainty,obs_time_max_height_comment,obs_waterheight_at-inundation_proxy_max,obs_waterheight_at-inundation_proxy_min,obs_height_onshore,obs_max_onshore_flow_depth,obs_extent_inundation_lower,obs_extent_inundation_upper,obs_extent_inundation_certainty,obs_extent_inundation_comment,obs_heigth_max_inundation_lower,obs_heigth_max_inundation_upper,obs_heigth_max_inundation_certainty,obs_heigth_max_inundation_comment,obs_time_max_height_inundation_from,obs_time_max_height_inundation_to,obs_time_max_height_inundation_specificity,obs_time_max_height_inundation_certainty,obs_time_max_height_inundation_comment,obs_distance_travelled_lower,obs_distance_travelled_upper,obs_distance_travelled_certainty,obs_distance_travelled_comment,obs_height_max_bore_lower,obs_height_max_bore_upper,obs_height_max_bore_certainty,obs_is_first_motion-up,obs_is_first_motion-up_certainty,obs_predominant_period_lower,obs_predominant_period_upper,obs_predominant_period_certainty,obs_predominant_period_comment,obs_no_sig-waves,obs_wave_type,obs_wave_type_certainty,obs_fatalities,obs_fatalities_certainty,obs_injuries,obs_injuries_certainty,obs_damage,obs_intensity_lower,obs_intensity_upper,obs_threat_level,obs_threat_level_certainty,obs_measurement_type,obs_photographs,impact_summary,reference_ids,completeness,previous_database
567,81,83,,10/10/1978,10/10/1978,d,1,1978,October,10,"Motunau Beach, south of",-43.05300241,173.0294837,4,TRUE,1,,,"On high tide (10.50 am NZST) on 10 October 1978, 2 fishermen on their boat, about 1 km off North Canterbury coast near Mt Vulcan (Fig 1), saw a large block of the back-beach slope slide into the sea. They reported that the slide continued for about a minute, pushing out the beach surface in front of it, and causing a large wave, which, by the time it reached the boat, had reduced in height to 15-20 cm. Fifteen sheep that travelled on the slide were recovered later in good health by the farmer. (Smale & van der Lingen, 1982)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED OFFSHORE ONLY,10/10/1978 10:50,10/10/1978 10:50,t,1,10:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,,,,,see source event,,see source event,see source event
568,82,84,,25/05/1981,25/05/1981,d,1,1981,May,25,"Campbell Island [default location, Perseverance Harbour]",-52.55,169.15,4,TRUE,1,,,see source event,"Copies of tide gauge records held in GNS Science Files, originals possibly held by Land Information, NZ (LINZ) have been visually analysed.",25/05/1981 20:00,25/05/1981 20:00,t,2,,2.5,1,,,,0,0.5,2,25/05/1981 20:30,25/05/1981 20:30,t,2,25/05/1981 20:30,25/05/1981 20:30,t,2,~20:30 (25 May),3.1,3.1,1,,,,,,,,,,,,,,"Graphic, very poor quality and resolution",,,,,,,,,,,,See tide gauge data columns,0.7,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,"de Lange & Healy (1986) and Fraser (1998) list Campbell Island only, citing the Waikato Times 1981 May 26 as the information source."
569,82,84,,25/05/1981,25/05/1981,d,1,1981,May,25,Bluff,-46.60247299,168.3398739,4,TRUE,1,,,see source event,"Copies of tide gauge records held in GNS Science Files, originals possibly held by Land Information, NZ (LINZ) have been visually analysed.",25/05/1981 19:50,25/05/1981 19:50,t,2,,2.4,1,,,,0.15,0.15,1,25/05/1981 21:00,25/05/1981 21:00,t,2,25/05/1981 21:00,25/05/1981 21:00,t,2,~21:00 (25 May),3.6,3.6,1,0.07,,1,25/05/1981 21:00,25/05/1981 21:00,t,2,~21:00,3.6,3.6,1,,,"Graphic, poor quality and resolution",,,,,,,,,,,,See tide gauge data columns,1.2,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,de Lange & Healy (1986) and Fraser (1998) list Campbell Island only.
570,83,85,,20/12/1982,20/12/1982,d,1,1982,December,20,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,4,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED?,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
571,84,86,,9/05/1986,9/05/1986,d,1,1986,May,9,Lyttelton,-43.60133602,172.7207806,4,,,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,2,,7/05/1986 0:00,7/05/1986 0:00,d,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
572,85,87,,20/10/1986,20/10/1986,d,1,1986,October,20,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,4,,,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,<0.1,2,20/10/1986 0:00,20/10/1986 0:00,d,1,Unknown,,,,,,,,,,,,,,,,,,See tide gauge data columns,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
573,86,88,,20/05/1987,20/05/1987,d,1,1987,May,20,Deep Cove [default location: Wanganella Cove,-45.46416699,167.1532231,4,TRUE,1,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,0,0,1,,,,,,,,,,,,,,,,,,,2.3,2.3,1,Unknown,20/05/1987 0:00,20/05/1987 0:00,d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BC,1,,,,,"Wharf demolished, boats damaged",VII,VII,,,,,,,see source event,see source event
574,87,89,,23/05/1989,23/05/1989,d,1,1989,May,23,New Zealand (General. Default location: Auckland),-36.84663002,174.785263,4,TRUE,1,,,see source event,,,,,,,,,,,,0,0.1,2,,,,,,,,,Unknown (24 May),,,,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
575,88,90,,18/06/1993,18/06/1993,d,1,1993,June,18,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,1,TRUE,2,,,see source event,,,,,,,,,,,,0,0.1,2,,,,,,,,,Unknown (18 June ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
576,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Marsden Point,-35.842,174.5,4,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
577,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,4,TRUE,1,,,"<0.1 Auckland Port (Table 1 in de Lange & Hull (1994), citing de Lange & Healy (1986), Tsunami Newsletters and Civil Defence as sources for the Table.); also see source event",,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,<0.1,2,5/10/1994 0:00,5/10/1994 0:00,d,1,Unknown,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
578,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Tauranga,-37.68,176.17,4,TRUE,1,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
579,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Gisborne,-38.66682667,178.0241244,4,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
580,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Napier [default location: Port of Napier],-39.476,176.92,4,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
581,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Wellington: Lambton Harbour,-41.29,174.78,4,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
582,89,91,,5/10/1994,5/10/1994,d,1,1994,October,5,Lyttelton,-43.60133602,172.7207806,4,TRUE,2,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
583,90,92,,25/03/1998,25/03/1998,d,1,1998,March,25,"Dog Island, Foveaux Strait",-46.652,168.412,4,TRUE,1,,,see source event,"Note that times and heights have been interpreted from a small graph; for further analysis, sea-level data should be obtained from National Institute for Water and Atmospheric Research (NIWA)",25/03/1998 20:30,25/03/1998 20:30,t,2,,5.5,1,,,,0.15,0.15,1,25/03/1998 21:45,25/03/1998 21:45,t,2,25/03/1998 21:45,25/03/1998 21:45,t,2,21:45 (25 March),6.5,6.5,1,0.06,,1,25/03/1998 22:15,25/03/1998 22:15,t,1,,7,7,1,,,Digital; 1 minute; NIWA,,,,,,,,,,,,See tide gauge data columns,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
584,91,93,,17/07/1998,17/07/1998,d,1,1998,July,17,"Lyttelton, Port of ",-43.60538961,172.7223468,4,TRUE,2,,,see source event,,17/07/1998 8:45,17/07/1998 8:45,t,2,,12,1,,,,0.3,0.3,1,18/07/1998 13:00,18/07/1998 13:00,t,2,18/07/1998 13:00,18/07/1998 13:00,t,2,~13:00 (18 July ),16.2,16.2,1,0.15,,1,18/07/1998 13:00,18/07/1998 13:00,t,2,~13:00,16.2,16.2,1,,,Land Information New Zealand (LINZ); refer to Goring & Bell (1998),,,,,,,,,,,,See tide gauge data columns,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,see source event,see source event
585,91,93,,17/07/1998,17/07/1998,d,1,1998,July,17,Sumner Head,-43.56966251,172.7734076,4,TRUE,2,,,see source event,,17/07/1998 8:45,17/07/1998 8:45,t,2,,12,1,,,,0.2,0.2,1,18/07/1998 13:00,18/07/1998 13:00,t,2,18/07/1998 13:00,18/07/1998 13:00,t,2,~13:00 (18 July ),16.2,16.2,1,0.1,,1,18/07/1998 13:00,18/07/1998 13:00,t,2,~13:00,16.2,16.2,1,,,Digital : National Institute for Water & Atmosperic Research (NIWA); refer to Goring & Bell (1998),,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,see source event,see source event
586,91,93,,17/07/1998,17/07/1998,d,1,1998,July,17,"Timaru, Port of",-44.392,171.254,4,TRUE,2,,,see source event,,17/07/1998 8:40,17/07/1998 8:40,t,2,,11.5,1,,,,,,,,,,,,,,,,,,,0.4,(-0.4),2,18/07/1998 8:20,18/07/1998 8:20,t,1,,11.5,11.5,1,,,Land Information New Zealand (LINZ); refer to Goring & Bell (1998),,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,see source event,see source event
587,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Marsden Point,-35.842,174.5,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,17,2,,,,0.14,0.14,1,,,,,,,,,,,,,0.08,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,Tide gauge records available through NIWA. No further newspaper or tide gauge data likely.,see source event
588,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Mokohinau Island SLR,-35.90595758,175.1139684,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,15.5,2,,,,0.18,0.18,1,,,,,,,,,,,,,0.1,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,Tide gauge records available through NIWA. No further newspaper or tide gauge data likely.,see source event
589,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Moturiki Island SLR,-37.63,176.186,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,16,2,,,,0.22,0.22,1,,,,,,,,,,,,,0.14,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,Tide gauge records available through NIWA. No further newspaper or tide gauge data likely.,see source event
590,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Kapiti Island SLR,-40.842,174.938,4,,,FALSE,1,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,,,,,,0,0,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
591,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Little Kaiteriteri SLR,-41.048,173.027,4,TRUE,2,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,,,,,,0,0,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
592,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Riversdale Beach SLR,-41.095,176.074,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,16,2,,,,0.28,0.28,1,,,,,,,,,,,,,0.14,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
593,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,"Queens Wharf, Wellington, SLR",-41.283891,174.7797641,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,16,2,,,,0.24,0.24,1,,,,,,,,,,,,,0.14,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
594,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Kaikoura SLR,-42.41519377,173.7024876,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,15.8,2,,,,0.28,0.28,1,,,,,,,,,,,,,0.14,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
595,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Sumner Head,-43.56966251,172.7734076,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,16.5,2,,,,0.48,0.48,1,,,,,,,,,,,,,0.24,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
596,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Lyttelton Port SLR,-43.60538961,172.7223468,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,16.5,2,,,,0.61,0.61,1,,,,,,,,,,,,,0.3,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
597,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Jackson Bay SLR,-43.95733457,168.6163648,4,FALSE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,,,,,,0,0,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
598,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,Bluff SLR,-46.6,168.35,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,17,2,,,,0.3,0.3,1,,,,,,,,,,,,,0.18,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Tide gauge records available through NIWA, Port tide gauge data probably available through LINZ. No further newspaper data likely.",see source event
599,92,94,,24/06/2001,24/06/2001,d,1,2001,June,24,"Dog Island SLR, Foveaux Strait",-46.652,168.412,4,TRUE,1,,,see source event,Maximum peak-to-trough and zero-to-peak measurements have been interpreted from Goring's Figure 5. The diagram is not a high enough resolution to interpret accurate arrival times and times of maximums.,,,,,,16.5,2,,,,0.35,0.35,1,,,,,,,,,,,,,0.2,,1,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,"Note that wave heights/amplitudes are approximate, being derived from Goring's (2002) Figure 5. It is recommended that the original records be obtained from Land Information New Zealand (LINZ) or (NZ) National Institute of Water & Atmospheric Research (NIWA)",see source event
600,93,95,,22/08/2003,22/08/2003,d,1,2003,August,22,Jackson Bay SLR,-43.95733457,168.6163648,4,TRUE,1,,,see source event,,22/08/2003 0:37,22/08/2003 0:37,t,1,,0.6,1,,,,0.3,0.3,1,22/08/2003 1:47,22/08/2003 1:47,t,2,22/08/2003 1:47,22/08/2003 1:47,t,2,1:47 (22 August),2.2,2.2,1,,,,,,,,,,,,,,NIWA or NTF (Australia),,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
601,94,96,,22/08/2003,22/08/2003,d,1,2003,August,22,Charles Sound,-45.14,167.15,4,TRUE,1,,,see source event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,22/08/2003 0:12,22/08/2003 0:12,t,2,00:12 (presumed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIII,VIII,,,,,see source event,,see source event,see source event
602,95,97,,23/11/2004,23/11/2004,d,1,2004,November,23,"Dog Island SLR, Foveaux Strait",-46.652,168.412,4,TRUE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
603,96,98,,24/12/2004,24/12/2004,d,1,2004,December,24,"Dog Island SLR, Foveaux Strait",-46.652,168.412,4,TRUE,1,,,,,24/12/2004 6:00,24/12/2004 6:00,t,1,,3,1,,,,0.2,0.2,1,24/12/2004 6:35,24/12/2004 6:35,t,2,24/12/2004 6:35,24/12/2004 6:35,t,2,6:35 (24 December),3.5,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,See tide gauge data columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,,,see source event,see source event
