id,location_region,location_site,latitude,longitude,sitestatus,physical_characteristics,classification,date_min,date_max,inferred_date_range_min,inferred_date_range_max,age_max,age_min,inferred_age_range,time_scale_age,validity,natureofevidence,natureofevidencedesc,datingtechnique,geodatingtechnique,eventcomment,elevation,elevation_comment,est_min_landward_limit,est_min_landward_limit_comment,thickness,source_cause,source_cause_comment,sourcecertainty,source_location,source_lat,source_lon,proxies,references
"276","Wellington","Te Oroi Stream","-41.5527","175.4574","Unknown","Gravels over alluvium","Prehistoric AD","1250","1350","1200","1450","1250","1350","1200-1450","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Beneath Ohuan sands - ref. McFadgen 1985","3",">3.00","50",">50","0.75","Quake","","Inferred","Hikurangi, South America","","","1,5,14,28,30","109,301"
"277","Southland","Mason Bay","-46.9256","167.7663","Deposit present","Pebbles in sand","Unknown","1250","1400","1330","1410","1250","1400","1330-1410","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in sand. Assigned to sealion gastroliths, but too large (B. McFadgen pers. comm. 2005). Canoe found at The Gutter, ~ 500 yr BP - probably storm/abandonment, could be tsunami? Place names include Oraka, Colac and Riverton.","10","","400","","0.1","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,26,27,28","38,93"
"278","Southland","Riverton","-46.3688","167.9101","Not applicable","Pūrākau","Unknown","1250","1400","1330","1410","1250","1400","1330-1410","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: Tradition states that the Takitimu waka was overtaken by three large waves known as O-te-wao, O-roko and O-kaka","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","25,28","31,160,222"
"279","Southland","Foveaux Strait","-46.7172","168.0131","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: A famous shark/taniwha - Kaitiaki-o-tukete lived here - storms, currents, tsunami?","","","","","","","","","","","","25","180,302"
"280","Northland","Hokianga","-35.5289","173.3677","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Nuku Tawhiti called a mountainous wave ashore to rescue a whale","","","","","","","","","","","","25","180,317"
"282","Otago","Kaka Point","-46.3837","169.7826","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: A demon fish lived here that killed a child - tsunami? Storms?","","","","","","","","","","","","25","32"
"283","Waikato","Lake Taupo","-38.7588","175.8862","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Taniwha legend of waves destroying four Māori villages - could be landslide-generated","","","","","","Slide","","Inferred","Lake Taupo area","-38.7588","174.5869","25","281"
"284","Auckland","Manukau Harbour","-37.05","174.54","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: The stingray Kauwhare provided by Tangaroa for Hape to ride from Hawaiki to Aotearoa appeared before him like a tidal wave","","","","","","","","","","","","25","180,271,318"
"285","Tasman District","D’Urville Island","-40.770999","173.83899","Not applicable","Pūrākau","Unknown","1250","1800","1450","1480","1250","1800","1450-1480","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Three waves struck the island and ran up to the cliffs (Grace, 1901) - it moved boulders and washed Titipa off his feet. It is an exceptionally good description of a tsunami. Also the destruction of Manaia's fleet which could have been a storm.","","","","","","Quake","","Inferred","","","","25,28","335"
"286","Hawke's Bay","Napier","-39.4828","176.8885","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch:Taniwha legend - Pania was reclaimed by her ocean people after her husband tried to keep her on land. Their son is now a taniwha in the sea off Napier","","","","","","Quake","","Inferred","South America, Hikurangi","","","25,28","138"
"287","Canterbury","Omihi, Oaro, Kaikoura","-42.5087","173.506","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Taniwha Rose up and surrounded two girls with water - one escaped, the other was eaten and later thrown back dead on the shore","","","","","","Slide","","Inferred","Kaikoura (offshore)","-42.47","173.57","25,28","51,180,293,320,321,337"
"288","West Coast","Open Bay Island","-43.8604","168.8837","Not applicable","Pūrākau","Unknown","1250","1800","1470","1510","1250","1800","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: A taniwha lived around the rocks - storms, currents, tsunami?","","","","","","","","","","","","25","109,180,302"
"289","Auckland","Orewa","-36.5855","174.6963","Not applicable","Pūrākau","Unknown","1250","1800","1450","1480","1250","1800","1450-1480","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: A Māori prophecy that one day a tidal wave will sweep Orewa off the earth","","","","","","Quake","","Inferred","Tonga-Kermadec","","","25,28","218"
"290","Wellington","Oteranga Bay","-41.2938","174.6282","Not applicable","Pūrākau","Unknown","1250","1800","1470","1510","1250","1800","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch:Taniwha legend - it lived in the bay, did not eat people but extinguished fires if lit (storm??)","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight, Cook Strait, Hikurangi","","","25,28","1,35,109"
"291","Wellington","Paekakariki","-40.9826","174.954","Not applicable","Pūrākau","Unknown","1250","1800","1470","1510","1250","1800","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Tohunga Te Aowhaingaroa called up a huge ""storm"" that threw sand/gravel inland to form existing sandhills. Could refer to waterspouts?","","","","","","","","Inferred","Taranaki, Taranaki Bight","","","25,28","109,180,303"
"292","Tasman District","Parapara Inlet","-40.7108","172.6873","Not applicable","Pūrākau","Unknown","1250","1800","1470","1510","1250","1800","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Taniwha legend about Te Kaiwhakaruaki - terrorised and ate people travelling on the edge of the sea near Collingwood","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","","","25,28","109,215,312"
"293","Bay of Plenty","Parawhenuamea","-37.797","176.3662","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: A large coastal flood that took place here - associated with Paikea (so could be transposed from East Coast?)","","","","","","","","","","","","25,28","180,322"
"294","Taranaki","Puketapu","-39.5193","173.9264","Not applicable","Pūrākau","Unknown","1250","1500","1470","1510","1250","1500","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: The upset tohunga Moke'uhi angrily called up a storm/tidal wave to sink canoes","","","","","","","","","","","","25,28","109,127,180,323"
"295","Canterbury","Purau Bay","-43.6375","172.7507","Not applicable","Pūrākau","Unknown","1250","1800","1250","1604","1250","1800","1250-1604","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: A monstrous taniwha called Tuna Tuoro lived in Purau Bay","","","","","","Quake","","Inferred","South America","","","25,28","109,147,162"
"296","Southland","Ruapuke Island","-46.778","168.504","Not applicable","Pūrākau","Unknown","1250","1800","1250","1610","1250","1800","1250-1610","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Taniwha lived in Waitokariro Lagoon","","","","","","Quake","","Inferred","South America, Puysegur Trench","","","25,28","32"
"297","Taranaki","Stony River, Okato","-39.1735","173.8244","Unknown","Crushed vegetation. Gravel lag overlies sand/occupation layer","Prehistoric AD","1250","1800","1320","1450","1250","1800","1320-1450","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","Archaeological information","Arch: Layer of crushed vegetation nr coast, extends inland/uphill. Okato means ""a flooding of the tide"". May relate to Matakawa calamity - maybe 150-180 years ago? Linked to Coming of Sands legend?","10","10.00?","240","240??","1.1","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","","","16,25,28","100,109,232,270,324"
"298","Taranaki","Tipoka, Cape Egmont","-39.3058","173.7574","Not applicable","Pūrākau","Prehistoric AD","1250","1450","1320","1450","1250","1450","1320-1450","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Old man's karakia (chant) summoned great wave - houses, cultivations and surrounding country buried deep in sand ""Coming of the sands""","","","","","","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","","","25,28","109,180,275,319"
"299","Gisborne District","Tokomaru Bay","-38.1284","178.3155","Not applicable","Pūrākau","Unknown","1250","1500","1250","1500","1250","1500","1250-1500","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Ruatapu drowned all his tribe except for Paihia who sought shelted on Mt Hikurangi - called the Deluge of Ruatapu or Te-tai-a-Ruatapu. Same story also found in Taranaki and Canterbury","","","","","","Quake","","Inferred","Hikurangi","","","25,28","65,180,302,323,325"
"300","Southland","Waiau River","-46.1969","167.6423","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Taniwha (karara) chased men out hunting wekas near Orawia(?)- finally got caught between trees and died. Petrified rocks in field mark the site.","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","25,28","32"
"301","Tasman District","Wainui Bay","-40.8222","172.9408","Not applicable","Pūrākau","Unknown","1250","1800","1470","1510","1250","1800","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch: Legend recorded by local Māori artists - large lizard taniwha in bay that would eat travellers","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","","","25,28","26,109"
"302","Manawatu-Wanganui","Whanganui River","-39.9442","174.9826","Not applicable","Pūrākau","Unknown","1250","1800","1250","1800","1250","1800","1250-1800","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Inferred","Archaeological information","Arch:Taniwha legend - lived in cave at base of cliff and swallowed canoes and people or lived in river and sent great wave rolling before him - river bar/storms?","","","","","","","","","","","","25,28","24,180,281,303"
"303","Southland","Orepuki","-46.2947","167.7325","Not applicable","Pūrākau","Unknown","1250","1450","1250","1450","1250","1450","1250-1450","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: Near Orepuki (Pahia? Waiau River?) a great wave (Tai koko) washed Māori away who were travelling along beach - at time of Te Rapuwai (pre-or early 15th C???)","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","25,28","31,180,279,326"
"304","Otago","Moeraki","-45.3666","170.8621","Not applicable","Pūrākau","Unknown","1250","1800","1250","1410","1250","1800","1250-1410","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: Children upset a guardian whale by cursing it. Its owner sent a tidal wave - drowned then - creeks now brackish. Also - death of Karaki not properly observed - all Moeraki creeks now brackish. Linked to Katiki Point?","","","","","","Quake","","Inferred","South America, Puysegur Trench","","","25,28","32,180,302,327"
"305","Southland","Te Waewae Bay","-46.2165","167.4901","Not applicable","Pūrākau","Unknown","1250","1450","1250","1410","1250","1450","1250-1410","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: The Takitimu canoe (Māori arrival) was grounded and Tamatea was angry, he called the sea to help, a great wave lifted the canoe inland and backwash scoured out the river","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","25,28","180,328"
"306","Otago","Tokomairiro River","-46.2245","170.0476","Not applicable","Pūrākau/dune remobilisation","Unknown","1250","1450","1250","1410","1250","1450","1250-1410","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: Takitimu canoe - overturned by two waves, one crew member turned into stone and still visible on Tokomairaro beach. Tsunami geomorphology noted in coastal survey","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","25,26,28","31,124"
